Return_Yr,SPECIES,Run,TagDate,TagReach,Tag1,Tag2,RecapDate,RecapReach,TagState,RecapState,check
2024,Chinook salmon,Fall,11/25/2024,NFL 5,,,,,5,,-1
2024,Chinook salmon,Fall,11/25/2024,NFL 5,,,,,5,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 3,,,,,3,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
2024,Chinook salmon,Fall,11/26/2024,NFL 4,,,,,4,,-1
